,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,review_score
841,France,Desktop,Marketplace,PayPal,Garden,104,0,32.44,22.94,4,0.04,177.6,4,0,0,0,4.2
843,Belgium,Desktop,Email,Credit Card,Fashion,561,6,31.28,27.28,1,0.18,283.1,3,0,0,0,4.8
844,Netherlands,Tablet,Email,Credit Card,Garden,284,3,27.54,50.56,1,0.16,479.1,3,0,0,0,4.3
845,France,Mobile,Organic Search,PayPal,Toys,853,2,78.22,99.19,1,0.07,408.3,3,0,0,0,3.8
846,Poland,Tablet,Direct,Debit Card,Electronics,778,3,17.5,25.23,1,0.16,402.4,3,0,0,0,3.3
847,Germany,Desktop,Direct,Debit Card,Home & Kitchen,454,3,42.05,31.45,3,0.15,395.6,4,0,0,0,5.0
848,Poland,Mobile,Paid Ads,Debit Card,Garden,427,3,17.32,14.43,6,0.07,406.2,4,0,0,0,4.4
849,Poland,Desktop,Organic Search,Debit Card,Home & Kitchen,819,8,174.2,142.88,6,0.04,534.7,7,0,0,0,4.8
850,Italy,Mobile,Paid Ads,Debit Card,Electronics,371,1,69.02,81.89,7,0.06,798.5,4,0,0,0,5.0
851,France,Mobile,Social Media,Debit Card,Toys,192,1,28.76,28.24,2,0.09,354.3,4,0,0,0,3.8
852,Netherlands,Desktop,Paid Ads,PayPal,Beauty,205,1,22.05,9.95,2,0.05,370.6,3,0,0,0,4.2
853,Germany,Desktop,Organic Search,Credit Card,Home & Kitchen,239,1,16.67,14.81,4,0.11,644.3,4,0,0,0,4.7
854,Netherlands,Mobile,Direct,Debit Card,Home & Kitchen,164,2,40.19,52.3,1,0.35,96.5,4,0,0,0,4.2
855,Netherlands,Mobile,Paid Ads,Klarna,Pet Supplies,118,1,43.69,31.06,2,0.1,692.9,3,0,0,0,5.0
856,Belgium,Desktop,Social Media,Credit Card,Sports,250,1,61.57,41.07,4,0.01,570.6,4,0,0,0,4.4
857,Netherlands,Mobile,Paid Ads,Bank Transfer,Home & Kitchen,163,0,41.02,47.45,2,0.02,248.9,5,0,0,0,4.6
858,Spain,Mobile,Social Media,Credit Card,Home & Kitchen,950,1,39.6,61.51,1,0.31,675.3,5,0,0,0,4.1
859,France,Mobile,Paid Ads,Debit Card,Electronics,508,3,57.08,131.14,1,0.71,50.1,3,0,0,0,5.0
860,Germany,Mobile,Organic Search,Klarna,Garden,483,1,44.35,28.95,1,0.04,113.8,3,0,0,0,4.1
861,Poland,Mobile,Organic Search,Gift Card,Beauty,421,3,53.72,33.62,1,0.08,386.7,3,0,0,0,4.6
862,Poland,Mobile,Direct,Debit Card,Home & Kitchen,270,1,45.37,46.3,1,0.05,404.8,4,0,0,0,5.0
863,Belgium,Mobile,Direct,Credit Card,Beauty,273,1,64.56,27.97,2,0.22,306.2,3,0,0,0,5.0
864,Turkey,Desktop,Marketplace,Bank Transfer,Sports,297,4,38.5,28.96,4,0.42,1054.2,6,1,1,0,4.1
865,Belgium,Mobile,Direct,Credit Card,Beauty,788,7,22.03,49.66,5,0.15,124.9,3,0,0,0,4.4
866,Italy,Desktop,Email,Debit Card,Home & Kitchen,502,2,101.25,85.87,1,0.07,1332.5,6,1,0,0,4.4
867,Spain,Desktop,Email,PayPal,Electronics,451,2,36.28,76.83,1,0.06,920.6,4,0,0,0,4.4
868,Poland,Mobile,Email,Gift Card,Home & Kitchen,466,4,26.75,27.44,1,0.03,267.9,5,0,0,0,4.1
869,Belgium,Mobile,Organic Search,Klarna,Fashion,489,2,12.55,7.77,1,0.14,585.1,5,0,0,0,5.0
870,Netherlands,Mobile,Paid Ads,Credit Card,Fashion,56,1,21.41,36.35,1,0.13,48.7,4,0,0,0,4.1
871,Spain,Mobile,Paid Ads,Gift Card,Sports,507,1,15.52,11.37,1,0.12,433.9,2,0,0,0,4.8
872,Italy,Mobile,Marketplace,Klarna,Electronics,462,3,80.33,182.31,2,0.2,332.5,2,0,0,0,4.3
873,Germany,Desktop,Social Media,PayPal,Electronics,671,1,13.0,37.18,6,0.16,723.4,3,0,0,0,4.4
874,Netherlands,Desktop,Social Media,Debit Card,Electronics,676,0,85.3,46.83,1,0.16,1224.8,6,1,0,0,4.1
875,Netherlands,Mobile,Social Media,PayPal,Fashion,313,1,64.71,80.42,1,0.1,116.2,4,0,0,0,4.4
876,Spain,Mobile,Organic Search,PayPal,Home & Kitchen,527,0,37.62,38.12,2,0.3,569.2,3,0,1,0,4.6
877,Italy,Mobile,Organic Search,Debit Card,Fashion,186,1,34.79,28.83,1,0.08,276.6,3,0,0,0,4.4
878,France,Mobile,Organic Search,Gift Card,Electronics,142,1,59.95,76.97,2,0.36,344.4,4,0,0,0,5.0
879,France,Mobile,Email,PayPal,Home & Kitchen,318,2,52.83,102.16,1,0.1,113.9,4,0,0,0,3.6
880,Netherlands,Mobile,Organic Search,Debit Card,Home & Kitchen,696,3,47.46,77.28,2,0.23,887.6,3,0,1,0,4.7
881,Netherlands,Mobile,Paid Ads,Bank Transfer,Sports,287,3,46.89,46.19,2,0.15,650.6,4,0,0,0,3.0
882,Netherlands,Mobile,Organic Search,Klarna,Beauty,332,2,96.74,117.58,3,0.02,597.2,5,0,0,0,4.2
883,Germany,Mobile,Organic Search,Klarna,Fashion,1057,6,53.63,72.52,1,0.17,1255.4,6,1,0,0,3.2
884,Turkey,Mobile,Direct,Credit Card,Home & Kitchen,299,3,40.84,67.08,3,0.09,470.9,2,0,0,0,4.1
885,Turkey,Mobile,Marketplace,Credit Card,Beauty,93,0,27.43,36.93,1,0.35,294.1,4,0,0,0,4.7
886,Belgium,Mobile,Organic Search,Credit Card,Garden,424,1,33.89,47.91,2,0.09,304.4,5,0,0,0,4.4
887,Netherlands,Desktop,Direct,Klarna,Garden,128,1,46.15,62.64,1,0.15,244.7,3,0,0,0,4.3
888,Germany,Mobile,Direct,Credit Card,Electronics,341,2,55.24,59.98,3,0.07,612.2,3,0,0,0,4.2
889,Germany,Desktop,Organic Search,PayPal,Sports,282,0,18.64,29.68,1,0.07,615.0,4,0,0,0,4.9
890,Netherlands,Desktop,Marketplace,Klarna,Fashion,81,0,44.6,34.87,2,0.19,410.2,4,0,0,0,4.7
891,Belgium,Mobile,Organic Search,Klarna,Beauty,517,2,37.28,19.47,2,0.09,1188.8,7,1,0,0,3.6
892,Germany,Desktop,Marketplace,Credit Card,Electronics,338,1,17.98,29.26,1,0.2,369.4,4,0,0,0,2.6
893,Netherlands,Mobile,Social Media,Credit Card,Electronics,709,3,42.56,122.36,2,0.23,259.1,4,0,0,0,5.0
894,Turkey,Desktop,Direct,Credit Card,Toys,390,2,45.96,66.74,1,0.11,345.6,4,0,0,0,4.4
895,France,Mobile,Paid Ads,Credit Card,Electronics,419,3,208.89,423.31,1,0.03,398.8,4,0,0,0,3.4
896,Belgium,Mobile,Marketplace,Debit Card,Beauty,313,1,24.14,19.16,4,0.05,1473.8,6,1,0,0,4.2
897,Netherlands,Mobile,Marketplace,Debit Card,Home & Kitchen,154,2,36.26,31.89,1,0.02,46.8,4,0,0,0,4.3
898,Germany,Desktop,Social Media,Klarna,Sports,227,2,26.36,24.15,3,0.02,514.7,4,0,0,0,4.9
899,France,Mobile,Paid Ads,Bank Transfer,Fashion,234,1,51.99,53.93,1,0.22,192.1,3,0,0,0,4.1
900,Turkey,Mobile,Paid Ads,PayPal,Pet Supplies,317,2,29.52,22.97,1,0.08,899.9,5,0,0,0,4.9
901,Belgium,Desktop,Organic Search,Debit Card,Pet Supplies,304,2,45.9,73.43,4,0.06,531.2,4,0,0,0,4.2
902,Germany,Mobile,Organic Search,Credit Card,Home & Kitchen,128,1,25.65,35.59,4,0.12,511.1,3,0,0,0,4.7
903,Belgium,Desktop,Marketplace,Credit Card,Toys,490,3,45.21,25.95,1,0.09,678.7,4,0,0,0,4.3
904,Poland,Tablet,Marketplace,PayPal,Garden,279,1,52.81,51.19,4,0.32,306.9,4,0,0,0,3.9
905,Netherlands,Mobile,Direct,Gift Card,Electronics,870,3,20.71,47.31,3,0.31,969.3,4,0,0,0,5.0
906,Italy,Mobile,Social Media,Debit Card,Beauty,86,0,49.56,13.48,4,0.02,140.3,4,0,0,0,3.9
907,Netherlands,Desktop,Organic Search,Debit Card,Electronics,947,3,88.53,248.17,1,0.1,746.4,5,0,0,0,4.8
908,Turkey,Mobile,Organic Search,Debit Card,Pet Supplies,159,2,106.55,54.93,1,0.37,226.8,2,0,0,0,4.9
909,Belgium,Mobile,Marketplace,Debit Card,Pet Supplies,354,3,35.74,22.41,1,0.34,648.0,5,0,0,0,4.3
910,Italy,Mobile,Social Media,PayPal,Beauty,68,0,88.75,56.98,2,0.07,509.0,4,0,1,0,3.7
911,Germany,Mobile,Social Media,Credit Card,Beauty,139,0,64.55,123.05,1,0.02,912.7,5,0,0,0,5.0
912,Belgium,Tablet,Paid Ads,Debit Card,Beauty,354,5,33.21,32.04,2,0.11,174.9,4,0,0,0,4.4
913,Netherlands,Desktop,Organic Search,Debit Card,Garden,617,3,34.67,43.26,4,0.33,694.3,6,0,0,0,4.4
914,Spain,Mobile,Paid Ads,Klarna,Sports,243,0,38.05,44.69,2,0.29,47.2,4,0,0,0,4.6
915,Spain,Desktop,Marketplace,Credit Card,Beauty,604,5,29.26,46.67,2,0.43,596.2,4,0,0,0,4.7
916,Netherlands,Desktop,Email,PayPal,Home & Kitchen,891,2,47.19,77.24,1,0.13,223.8,3,0,0,0,4.7
917,Netherlands,Mobile,Organic Search,Credit Card,Fashion,335,4,69.08,82.3,2,0.06,341.7,4,0,0,0,4.6
918,Germany,Mobile,Paid Ads,PayPal,Home & Kitchen,482,1,106.68,106.15,3,0.17,320.2,4,0,0,0,4.7
919,France,Desktop,Organic Search,Credit Card,Garden,311,1,22.13,17.17,5,0.06,1451.6,6,1,0,0,3.3
920,Netherlands,Desktop,Direct,Credit Card,Fashion,213,1,53.5,94.39,2,0.07,397.6,4,0,0,0,4.0
921,Poland,Mobile,Social Media,Klarna,Fashion,507,4,33.68,22.77,1,0.22,697.4,5,0,0,0,3.4
922,Poland,Mobile,Organic Search,Debit Card,Beauty,152,0,104.93,91.86,1,0.5,784.6,5,0,0,0,4.6
923,France,Mobile,Paid Ads,PayPal,Home & Kitchen,255,1,13.19,12.09,4,0.27,965.2,3,0,0,0,5.0
924,Netherlands,Mobile,Social Media,PayPal,Home & Kitchen,256,1,77.98,91.59,1,0.05,416.8,6,1,0,0,3.5
925,Netherlands,Mobile,Email,Credit Card,Beauty,125,1,52.12,45.87,1,0.16,892.5,5,0,0,0,4.5
927,Netherlands,Mobile,Social Media,Bank Transfer,Fashion,496,4,33.82,18.21,1,0.11,162.2,3,0,0,0,4.6
928,Belgium,Mobile,Direct,Credit Card,Toys,511,2,32.14,27.12,1,0.22,114.8,3,0,0,0,4.5
929,Netherlands,Desktop,Email,Bank Transfer,Beauty,285,1,39.23,8.55,1,0.22,123.3,3,0,0,0,5.0
930,Germany,Mobile,Organic Search,Credit Card,Home & Kitchen,73,0,12.35,11.68,1,0.53,740.5,3,0,0,0,4.2
931,France,Desktop,Organic Search,Credit Card,Sports,33,0,21.78,8.11,1,0.28,349.0,4,0,0,0,4.6
932,Germany,Mobile,Social Media,Klarna,Beauty,383,5,52.24,41.15,1,0.1,138.0,4,0,0,0,4.4
933,Belgium,Mobile,Paid Ads,Credit Card,Electronics,465,2,21.83,40.67,3,0.15,331.2,4,0,0,0,4.3
934,Poland,Mobile,Paid Ads,Credit Card,Home & Kitchen,509,3,35.87,19.74,1,0.06,763.4,4,0,1,0,4.9
935,Italy,Mobile,Paid Ads,PayPal,Pet Supplies,698,0,31.87,51.1,2,0.04,486.1,3,0,0,0,4.5
936,France,Mobile,Marketplace,Credit Card,Home & Kitchen,422,9,18.81,19.96,3,0.04,431.1,3,0,0,0,4.6
937,Belgium,Mobile,Organic Search,Credit Card,Pet Supplies,28,0,62.22,47.87,2,0.03,601.6,4,0,0,0,4.2
938,Turkey,Desktop,Organic Search,Credit Card,Fashion,116,1,72.27,61.36,1,0.25,351.3,4,0,0,0,4.2
939,Belgium,Mobile,Paid Ads,Credit Card,Home & Kitchen,960,0,92.86,90.34,1,0.06,227.3,3,0,0,0,4.7
940,Belgium,Desktop,Organic Search,Gift Card,Electronics,705,5,20.48,33.43,1,0.19,934.5,6,1,0,0,4.1
941,Belgium,Mobile,Social Media,Credit Card,Beauty,304,2,81.48,39.04,1,0.19,506.3,3,0,0,0,3.8
942,Spain,Desktop,Paid Ads,Bank Transfer,Fashion,284,1,27.38,20.08,3,0.16,808.0,4,0,0,0,3.7
943,Belgium,Desktop,Paid Ads,Credit Card,Fashion,149,0,65.91,22.17,3,0.02,338.4,4,0,0,0,4.9
944,Netherlands,Mobile,Direct,Klarna,Beauty,111,2,103.66,88.79,3,0.03,319.6,4,0,0,0,4.9
945,Netherlands,Mobile,Paid Ads,Debit Card,Sports,51,0,52.99,59.35,2,0.08,755.6,3,0,0,0,4.0
946,Netherlands,Desktop,Social Media,Debit Card,Garden,117,0,37.44,55.0,1,0.1,197.1,2,0,1,0,4.9
947,France,Mobile,Paid Ads,Debit Card,Electronics,499,7,40.26,59.49,1,0.13,624.7,5,0,0,0,4.5
948,Netherlands,Mobile,Social Media,Credit Card,Fashion,395,3,23.0,14.73,2,0.22,428.4,4,0,0,0,4.6
949,Turkey,Desktop,Organic Search,Debit Card,Home & Kitchen,552,0,25.7,22.54,2,0.04,266.5,3,0,0,0,3.5
950,Netherlands,Mobile,Paid Ads,Debit Card,Fashion,405,3,29.72,26.81,2,0.05,518.1,3,0,0,0,4.9
951,Belgium,Desktop,Social Media,Credit Card,Electronics,520,2,29.42,34.98,3,0.17,654.3,4,0,0,0,4.5
952,Netherlands,Mobile,Organic Search,PayPal,Pet Supplies,258,2,53.17,34.59,1,0.07,335.5,5,0,0,0,4.4
953,Turkey,Mobile,Marketplace,Bank Transfer,Garden,723,6,60.53,38.47,1,0.1,333.3,4,0,0,0,3.5
954,Turkey,Desktop,Organic Search,PayPal,Fashion,541,3,105.29,168.18,1,0.23,414.4,3,0,0,0,5.0
955,Italy,Desktop,Direct,PayPal,Beauty,693,6,21.06,19.87,3,0.12,530.9,5,0,0,0,4.5
956,Italy,Mobile,Marketplace,Credit Card,Home & Kitchen,209,0,39.29,65.84,4,0.06,506.7,4,0,0,0,3.3
957,France,Mobile,Paid Ads,Credit Card,Home & Kitchen,226,1,29.99,41.17,1,0.18,331.0,2,0,0,0,5.0
958,Netherlands,Mobile,Social Media,Debit Card,Electronics,334,0,71.55,62.48,3,0.21,25.8,4,0,0,0,5.0
959,Belgium,Tablet,Direct,Credit Card,Electronics,138,2,132.87,352.17,1,0.11,469.7,3,0,0,0,5.0
960,Netherlands,Desktop,Organic Search,Debit Card,Home & Kitchen,345,3,23.02,33.51,2,0.17,742.0,3,0,0,0,4.3
961,Germany,Mobile,Direct,Klarna,Toys,642,1,33.7,15.97,3,0.14,209.1,3,0,0,0,5.0
962,Spain,Desktop,Social Media,PayPal,Electronics,530,4,24.27,62.6,3,0.22,365.8,5,0,0,0,4.5
963,Germany,Tablet,Marketplace,Credit Card,Home & Kitchen,207,1,44.7,39.01,2,0.07,105.6,5,0,0,0,4.1
964,Netherlands,Mobile,Organic Search,Credit Card,Electronics,187,1,22.48,26.82,2,0.24,695.5,5,0,0,0,5.0
965,Poland,Mobile,Marketplace,Gift Card,Home & Kitchen,902,5,161.99,263.92,3,0.33,531.8,5,0,0,0,5.0
966,Spain,Desktop,Paid Ads,Klarna,Garden,381,1,54.18,52.47,3,0.32,738.7,4,0,0,0,4.7
967,France,Desktop,Social Media,Credit Card,Sports,250,2,26.09,26.83,4,0.18,563.6,4,0,0,0,5.0
968,Netherlands,Tablet,Organic Search,PayPal,Electronics,223,2,77.09,122.69,1,0.12,941.2,6,1,0,0,3.2
969,Belgium,Mobile,Direct,PayPal,Home & Kitchen,202,1,28.75,38.04,1,0.12,1168.3,6,1,0,0,3.7
970,Spain,Mobile,Email,PayPal,Home & Kitchen,107,0,89.29,92.62,2,0.11,149.0,3,0,0,0,4.3
971,Germany,Mobile,Paid Ads,PayPal,Home & Kitchen,173,3,29.7,45.0,1,0.1,561.9,5,0,0,0,4.2
972,Germany,Desktop,Marketplace,PayPal,Electronics,241,1,69.61,206.69,1,0.32,417.0,4,0,0,0,4.1
973,Netherlands,Desktop,Organic Search,PayPal,Pet Supplies,573,2,60.28,71.32,1,0.06,658.6,3,0,0,0,4.2
974,France,Mobile,Direct,Credit Card,Garden,103,2,27.51,16.81,1,0.16,391.8,4,0,0,0,2.8
975,France,Mobile,Organic Search,Klarna,Pet Supplies,70,0,33.46,13.12,1,0.27,332.8,4,0,0,0,4.4
976,Spain,Mobile,Social Media,Credit Card,Home & Kitchen,506,1,36.85,27.14,4,0.08,475.8,4,0,0,0,3.5
977,Italy,Desktop,Marketplace,Gift Card,Home & Kitchen,281,4,30.87,42.83,3,0.03,906.2,3,0,0,0,3.6
978,Spain,Mobile,Paid Ads,Credit Card,Home & Kitchen,419,1,32.53,46.34,1,0.38,652.2,5,0,0,0,5.0
979,Belgium,Tablet,Direct,Debit Card,Toys,354,1,63.21,58.5,8,0.25,233.4,5,0,0,0,3.6
980,Netherlands,Desktop,Paid Ads,PayPal,Home & Kitchen,560,5,23.37,34.56,2,0.03,704.2,4,0,0,0,4.3
981,Germany,Desktop,Direct,Credit Card,Sports,124,2,40.02,23.81,1,0.15,1330.6,6,1,0,0,3.6
982,France,Mobile,Organic Search,Credit Card,Toys,26,0,56.2,48.82,3,0.04,337.8,3,0,0,0,4.2
983,Germany,Mobile,Paid Ads,Gift Card,Fashion,744,6,19.19,12.34,1,0.05,597.6,2,0,0,0,4.5
984,Netherlands,Mobile,Direct,Credit Card,Home & Kitchen,271,1,41.67,78.65,1,0.01,194.6,5,0,0,0,4.7
985,Italy,Desktop,Email,Credit Card,Fashion,404,3,48.63,79.32,2,0.21,978.3,5,1,0,0,3.9
986,France,Desktop,Organic Search,Bank Transfer,Garden,207,2,30.78,49.81,1,0.18,113.4,3,0,0,0,3.3
987,Spain,Mobile,Paid Ads,Credit Card,Fashion,230,0,37.24,21.83,4,0.37,196.8,3,0,0,0,4.8
988,Netherlands,Mobile,Paid Ads,PayPal,Fashion,271,0,73.6,83.56,1,0.21,379.6,3,0,0,0,4.9
989,Belgium,Mobile,Organic Search,Debit Card,Garden,280,1,33.02,54.64,2,0.01,179.2,3,0,0,0,4.2
990,Belgium,Desktop,Organic Search,Klarna,Garden,373,0,26.94,18.24,2,0.04,869.2,3,0,0,0,4.6
991,Netherlands,Desktop,Organic Search,Credit Card,Home & Kitchen,345,4,17.69,24.37,2,0.06,975.8,6,1,0,0,4.3
992,Spain,Mobile,Marketplace,Debit Card,Sports,126,2,23.97,49.47,1,0.06,206.0,3,0,0,0,5.0
993,Belgium,Mobile,Organic Search,Debit Card,Beauty,231,1,32.31,29.13,1,0.16,707.4,5,0,0,0,5.0
994,France,Mobile,Organic Search,Bank Transfer,Toys,92,0,50.77,18.14,1,0.05,143.9,4,0,1,0,4.4
995,France,Mobile,Paid Ads,Debit Card,Toys,1279,9,44.19,28.83,1,0.05,215.1,3,0,0,0,4.5
996,Netherlands,Desktop,Organic Search,Credit Card,Home & Kitchen,246,2,33.22,74.92,1,0.19,1062.2,5,0,0,0,4.5
997,Belgium,Mobile,Direct,Credit Card,Sports,320,2,38.7,29.81,2,0.08,182.7,3,0,0,0,4.4
998,Belgium,Mobile,Organic Search,PayPal,Sports,654,5,31.62,82.5,3,0.05,50.2,3,0,0,0,4.9
999,France,Desktop,Organic Search,Bank Transfer,Home & Kitchen,252,0,45.3,77.48,2,0.05,638.9,6,0,0,0,4.8
1000,Belgium,Mobile,Social Media,Credit Card,Home & Kitchen,761,4,41.91,30.03,1,0.1,714.1,4,0,0,0,4.7
1001,Germany,Mobile,Direct,Credit Card,Home & Kitchen,114,1,63.39,127.58,1,0.24,42.3,5,0,0,0,5.0
1002,France,Mobile,Social Media,Credit Card,Electronics,455,1,33.11,57.99,1,0.12,245.8,4,0,0,0,4.8
1003,Netherlands,Mobile,Organic Search,Credit Card,Home & Kitchen,727,2,23.56,26.58,1,0.12,356.3,2,0,0,0,5.0
1004,Netherlands,Mobile,Organic Search,PayPal,Electronics,227,2,35.2,56.13,1,0.05,428.5,5,0,0,0,4.7
1005,France,Tablet,Marketplace,Debit Card,Fashion,280,1,29.41,6.93,3,0.14,490.6,3,0,0,0,5.0
1006,Germany,Desktop,Organic Search,Credit Card,Electronics,155,0,70.09,139.17,2,0.07,737.6,4,0,0,0,4.9
1007,Belgium,Mobile,Organic Search,Klarna,Sports,140,0,39.32,55.91,4,0.31,417.7,4,0,0,0,3.8
1008,France,Desktop,Paid Ads,Bank Transfer,Sports,802,2,23.07,16.39,2,0.12,529.0,5,0,0,0,3.8
1009,Germany,Mobile,Paid Ads,Credit Card,Home & Kitchen,504,7,65.81,179.95,1,0.17,766.1,5,0,1,0,3.7
1010,Netherlands,Mobile,Organic Search,Credit Card,Beauty,348,2,47.47,43.65,1,0.25,804.9,5,0,0,0,4.4
1011,France,Mobile,Direct,Credit Card,Home & Kitchen,438,1,36.03,44.56,5,0.16,212.7,4,0,0,0,4.5
1012,Netherlands,Mobile,Organic Search,Bank Transfer,Home & Kitchen,162,0,75.03,70.18,5,0.71,640.8,6,0,0,0,4.4
1013,Netherlands,Mobile,Marketplace,Credit Card,Toys,514,2,38.53,37.39,6,0.3,409.5,5,0,0,0,4.2
1014,Poland,Desktop,Organic Search,Credit Card,Home & Kitchen,345,4,42.74,37.38,1,0.23,190.8,3,0,0,0,5.0
1015,Germany,Tablet,Social Media,Debit Card,Electronics,228,1,59.18,116.13,4,0.01,800.8,6,0,0,0,4.8
1016,France,Mobile,Organic Search,Bank Transfer,Garden,471,1,62.17,64.09,3,0.18,406.2,3,0,0,0,5.0
1017,Netherlands,Mobile,Paid Ads,Credit Card,Pet Supplies,136,2,72.28,57.0,1,0.19,106.7,2,0,0,0,4.4
1018,Netherlands,Desktop,Paid Ads,Credit Card,Electronics,127,2,54.61,218.16,1,0.19,11.6,3,0,0,0,4.3
1019,France,Mobile,Paid Ads,PayPal,Sports,294,1,26.64,37.95,1,0.03,273.6,2,0,0,0,4.4
1020,Poland,Mobile,Paid Ads,Debit Card,Electronics,194,2,48.78,126.81,2,0.03,158.8,4,0,0,0,5.0
1021,Germany,Desktop,Organic Search,Klarna,Home & Kitchen,94,2,44.02,36.91,2,0.26,1020.9,5,0,0,0,4.0
1022,Germany,Tablet,Paid Ads,Debit Card,Toys,391,2,30.07,36.22,3,0.02,567.3,4,0,0,0,4.8
1023,Belgium,Mobile,Marketplace,Klarna,Pet Supplies,459,2,55.16,28.82,1,0.26,1299.3,7,1,0,0,4.2
1024,Poland,Mobile,Organic Search,PayPal,Toys,369,2,35.05,18.48,1,0.09,940.0,5,1,0,0,4.1
1025,Turkey,Mobile,Organic Search,PayPal,Toys,818,4,69.65,116.82,1,0.14,635.5,4,0,0,0,5.0
1026,Belgium,Mobile,Organic Search,Credit Card,Electronics,93,0,48.24,74.7,1,0.27,439.4,3,0,1,0,4.2
1027,Germany,Mobile,Social Media,Credit Card,Fashion,246,3,27.53,25.29,1,0.26,109.7,3,0,0,0,4.4
1028,Netherlands,Mobile,Marketplace,Debit Card,Garden,75,0,30.62,21.67,2,0.21,409.6,4,0,0,0,4.0
1029,Germany,Mobile,Organic Search,Debit Card,Beauty,529,2,16.19,7.2,2,0.07,328.3,4,0,0,1,4.2
1030,Spain,Mobile,Social Media,Klarna,Beauty,350,2,41.72,11.15,2,0.13,569.0,3,0,0,0,4.6
1031,Netherlands,Mobile,Email,Credit Card,Sports,249,0,26.89,13.2,1,0.07,573.8,5,0,0,0,4.7
1032,Turkey,Tablet,Organic Search,Credit Card,Beauty,326,1,42.57,17.56,2,0.05,787.8,5,0,0,0,4.6
1033,Poland,Desktop,Social Media,Bank Transfer,Home & Kitchen,516,2,38.6,46.03,2,0.22,401.0,3,0,0,0,5.0
1034,Turkey,Tablet,Paid Ads,Debit Card,Home & Kitchen,174,3,69.66,49.63,1,0.14,401.8,2,0,0,0,4.6
1035,Germany,Desktop,Email,Klarna,Electronics,237,0,13.58,12.22,1,0.21,241.0,3,0,0,0,3.9
1036,Netherlands,Desktop,Paid Ads,PayPal,Home & Kitchen,178,1,67.56,105.98,3,0.05,552.2,4,0,0,0,4.8
1037,Belgium,Desktop,Direct,Klarna,Home & Kitchen,365,0,53.42,116.78,1,0.36,486.3,4,0,0,0,4.4
1038,France,Mobile,Email,Credit Card,Garden,463,3,38.27,24.31,1,0.03,579.4,4,0,0,0,4.8
1039,France,Mobile,Email,Debit Card,Home & Kitchen,542,2,19.9,24.51,2,0.21,652.2,4,0,0,0,4.5
1040,Netherlands,Desktop,Paid Ads,Klarna,Home & Kitchen,130,1,47.77,106.15,2,0.02,66.3,4,0,0,0,4.7
1041,Poland,Desktop,Social Media,Gift Card,Home & Kitchen,186,1,18.71,16.45,4,0.22,92.8,2,0,1,0,4.6
1042,Belgium,Mobile,Social Media,Klarna,Sports,1094,9,24.07,23.69,1,0.08,469.8,5,0,0,0,4.3
1043,Germany,Desktop,Marketplace,Debit Card,Electronics,534,4,35.59,67.27,2,0.21,473.8,3,0,0,0,3.7
1044,Italy,Mobile,Paid Ads,Klarna,Beauty,300,0,26.07,15.49,5,0.05,87.3,2,0,0,0,4.4
1045,Italy,Tablet,Social Media,PayPal,Home & Kitchen,638,4,44.39,59.24,2,0.16,552.4,4,0,0,0,4.7
1046,Germany,Mobile,Direct,Credit Card,Beauty,576,3,21.4,12.33,2,0.2,395.7,3,0,1,0,4.3
1047,Netherlands,Desktop,Organic Search,Bank Transfer,Home & Kitchen,64,3,85.89,100.02,1,0.12,439.7,4,0,0,0,4.6
1048,Belgium,Mobile,Social Media,PayPal,Garden,367,2,78.19,108.17,4,0.11,308.1,4,0,0,0,5.0
1049,Belgium,Mobile,Paid Ads,Debit Card,Toys,214,0,78.59,82.81,1,0.07,297.6,4,0,0,0,3.6
1050,Belgium,Mobile,Organic Search,Credit Card,Electronics,56,0,17.82,17.38,1,0.15,511.8,4,0,0,0,4.4
1051,Netherlands,Mobile,Social Media,Credit Card,Garden,188,0,58.08,62.71,4,0.04,227.8,5,0,0,0,4.8
1052,Spain,Mobile,Paid Ads,Debit Card,Electronics,193,2,52.77,82.38,3,0.03,279.2,5,0,0,0,4.5
1053,Netherlands,Desktop,Organic Search,Credit Card,Sports,769,3,42.7,87.58,2,0.03,1204.8,6,1,0,0,4.5
1054,Spain,Desktop,Organic Search,PayPal,Toys,711,6,67.12,51.15,1,0.13,527.0,4,0,0,0,4.9
1055,Germany,Mobile,Organic Search,Credit Card,Fashion,358,2,79.16,93.11,1,0.17,807.0,4,0,0,0,5.0
1056,Germany,Desktop,Direct,Credit Card,Fashion,625,9,64.28,65.42,2,0.01,482.1,5,0,0,0,4.9
1057,Netherlands,Desktop,Email,Bank Transfer,Toys,146,1,66.47,87.23,1,0.23,215.9,6,0,0,0,4.2
1058,Italy,Mobile,Social Media,Credit Card,Beauty,471,3,20.56,40.53,2,0.01,259.1,3,0,0,0,4.5
1059,Netherlands,Mobile,Social Media,Credit Card,Garden,535,1,20.06,21.99,2,0.42,217.2,5,0,0,0,3.0
1060,France,Desktop,Marketplace,Klarna,Garden,1115,10,41.95,96.64,8,0.11,486.5,3,0,0,0,4.7
1061,Netherlands,Mobile,Organic Search,Debit Card,Toys,113,0,57.36,60.05,2,0.37,522.7,4,0,0,0,4.9
